Database|Substrate|Substrate SMILES|Product|Product SMILES|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes|Enzymes
DrugBank|Testosterone|[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C|15beta-hydroxytestosterone|C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1[C@H](O)C[C@@H]2O|CYP3A4|||||||||||||||||||||||||
DrugBank|Testosterone|[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C|16alpha-hydroxytestosterone|C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@H](O)[C@@H]2O|CYP3A4|CYP2B6||||||||||||||||||||||||
DrugBank|Testosterone|[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C|16beta-hydroxytestosterone|C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1C[C@@H](O)[C@@H]2O|CYP3A4|CYP2B6||||||||||||||||||||||||
DrugBank|Testosterone|[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C|Androstenedione|[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C|CYP2C19|CYP2C9||||||||||||||||||||||||
DrugBank|Clorazepate|OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2|Nordiazepam|ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Guanabenz|NC(N)=NN=CC1=C(Cl)C=CC=C1Cl|Guanoxabenz|ONC(=N)N\N=C\C1=C(Cl)C=CC=C1Cl|CYP1A2|||||||||||||||||||||||||
DrugBank|Prednisone|[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C|Prednisolone|C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO|CYP3A4|||||||||||||||||||||||||
DrugBank|Astemizole|COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1|tecastemizole|FC1=CC=C(CN2C(NC3=CC=CC=C23)=NC2CCNCC2)C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Astemizole|COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1|2-(4-hydroxyphenyl)acetaldehyde|OC1=CC=C(CC=O)C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Estrone|[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3|2-hydroxyestrone|C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=C(O)C=C34)[C@@H]1CCC2=O|CYP1A2|CYP3A4||||||||||||||||||||||||
DrugBank|Estrone|[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3|4-hydroxyestrone|C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(O)=CC=C34)[C@@H]1CCC2=O|CYP3A4|||||||||||||||||||||||||
DrugBank|Estrone|[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3|6beta-estrone|C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1CCC2=O|CYP3A4|CYP3A5|CYP3A7|||||||||||||||||||||||
DrugBank|Verapamil|COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1|Norverapamil|COC1=CC=C(CCNCCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC|CYP2C8|CYP3A4|CYP3A5|CYP1A2||||||||||||||||||||||
DrugBank|Verapamil|COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1|2-(3,4-dimethoxyphenyl)acetaldehyde|COC1=C(OC)C=C(CC=O)C=C1|CYP2C8|CYP3A4|CYP1A2|||||||||||||||||||||||
DrugBank|Aprepitant|C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine|C[C@@H](O[C@@H]1OCCN[C@@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|CYP3A4|||||||||||||||||||||||||
DrugBank|Aprepitant|C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|5-({[(1R)-1-(4-fluorophenyl)-2-hydroxyethyl]amino}methyl)-2,3-dihydro-1H-1,2,4-triazol-3-one|OC[C@H](NCC1=NC(=O)NN1)C1=CC=C(F)C=C1|CYP3A4|CYP1A2|CYP2C19|||||||||||||||||||||||
DrugBank|Aprepitant|C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|(2R)-2-(4-fluorophenyl)-2-{[(5-oxo-2,5-dihydro-1H-1,2,4-triazol-3-yl)methyl]amino}acetic acid|OC(=O)[C@H](NCC1=NC(=O)NN1)C1=CC=C(F)C=C1|CYP3A4|CYP1A2|CYP2C19|||||||||||||||||||||||
DrugBank|Aprepitant|C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine|C[C@@H](O[C@H]1OCCN[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|CYP3A4|CYP3A5|CYP1A2|CYP2C19||||||||||||||||||||||
DrugBank|Aprepitant|C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|5-oxo-1,4-dihydro-1,2,4-triazole-3-carbaldehyde|O=CC1=NNC(=O)N1|CYP3A4|CYP3A5|CYP1A2|CYP2C19||||||||||||||||||||||
DrugBank|Aprepitant|C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|1-[3,5-bis(trifluoromethyl)phenyl]ethanone|CC(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|CYP3A4|CYP3A5|CYP1A2|CYP2C19||||||||||||||||||||||
DrugBank|Aprepitant|C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F|5-{[(2S,3S)-3-(4-fluorophenyl)-2-hydroxymorpholin-4-yl]methyl}-2,4-dihydro-1,2,4-triazol-3-one|O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1|CYP3A4|CYP3A5|CYP1A2|CYP2C19||||||||||||||||||||||
DrugBank|Tamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|N-Desmethyltamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1|CYP2C9|CYP1A2|CYP3A4|CYP3A5|CYP2C19|CYP2D6|CYP1A1|CYP3A7||||||||||||||||||
DrugBank|Tamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|4-Hydroxytamoxifen|CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|CYP3A4|CYP3A5|CYP2C19|CYP2C9|CYP2D6|CYP2B6|CYP1B1|||||||||||||||||||
DrugBank|Tamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|Tamoxifen N-oxide|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)(C)=O)C=C1)C1=CC=CC=C1|Dimethylaniline monooxygenase [N-oxide-forming] 1|Dimethylaniline monooxygenase [N-oxide-forming] 3||||||||||||||||||||||||
DrugBank|Tamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|Alpha-hydroxytamoxifen|CC(O)C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)\C1=CC=CC=C1|CYP3A7|CYP3A4|CYP3A5|||||||||||||||||||||||
DrugBank|4-Hydroxytamoxifen|CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|Endoxifen|CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1|CYP2D6|CYP3A4|CYP3A5|CYP2C19||||||||||||||||||||||
DrugBank|4-Hydroxytamoxifen|CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|4-hydroxytamoxifen sulfate|[O-]S([O-])(=O)=O.CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|Sulfotransferase 1A1|Bile salt sulfotransferase|Estrogen sulfotransferase|||||||||||||||||||||||
DrugBank|N-Desmethyltamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1|alpha-Hydroxy-N-desmethyltamoxifen|CNCCOC1=CC=C(C=C1)C(=C(\C(C)O)C1=CC=CC=C1)\C1=CC=CC=C1|CYP3A7|CYP3A4|CYP3A5|||||||||||||||||||||||
DrugBank|N-Desmethyltamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1|Endoxifen|CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1|CYP2D6|||||||||||||||||||||||||
DrugBank|4-Hydroxytamoxifen|CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|3,4-Dihydroxy-tamoxifen|CC\C(=C(\C1=CC=C(OCCN(C)C)C=C1)C1=CC(O)=C(O)C=C1)C1=CC=CC=C1|CYP3A4|CYP2D6||||||||||||||||||||||||
DrugBank|Tamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|4'-Hydroxytamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=C(O)C=C1|CYP2B6|CYP2D6||||||||||||||||||||||||
DrugBank|4-Hydroxytamoxifen|CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|cis-4-Hydroxytamoxifen|CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|CYP1B1|CYP2B6|CYP2C19|||||||||||||||||||||||
DrugBank|Tamoxifen N-oxide|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)(C)=O)C=C1)C1=CC=CC=C1|alpha-Hydroxytamoxifen N-oxide|CC(O)C(=C(/C1=CC=CC=C1)C1=CC=C(OCC[N+](C)(C)[O-])C=C1)\C1=CC=CC=C1|CYP3A4|CYP3A5||||||||||||||||||||||||
DrugBank|Alpha-hydroxytamoxifen|CC(O)C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)\C1=CC=CC=C1|alpha-Hydroxytamoxifen N-oxide|CC(O)C(=C(/C1=CC=CC=C1)C1=CC=C(OCC[N+](C)(C)[O-])C=C1)\C1=CC=CC=C1|CYP3A4|CYP3A5||||||||||||||||||||||||
DrugBank|Tamoxifen|CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1|3-Hydroxytamoxifen|CC\C(=C(\C1=CC=C(OCCN(C)C)C=C1)C1=CC(O)=CC=C1)C1=CC=CC=C1|CYP3A4|CYP3A5|CYP2B6|||||||||||||||||||||||
DrugBank|Tizanidine|ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1|5-chloro-4-(guanidino)-2,1,3-benzothiadiazole|NC(=N)NC1=C(Cl)C=CC2=NSN=C12|CYP1A2|||||||||||||||||||||||||
DrugBank|Tizanidine|ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1|5-chloro-4-(2-imidazolin-4-on-2-ylamino)-2,1,3-benzothiadiazole|ClC1=C(NC2=NC(=O)CN2)C2=NSN=C2C=C1|CYP1A2|||||||||||||||||||||||||
DrugBank|Tizanidine|ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1|2-[(5-chloro-2,1,3-benzothiadiazol-4-yl)amino]-4,5-dihydro-1H-imidazol-4-ol|OC1CNC(NC2=C(Cl)C=CC3=NSN=C23)=N1|CYP1A2|||||||||||||||||||||||||
DrugBank|Nateglinide|[H][C@](CC1=CC=CC=C1)(N=C(O)[C@@]1([H])CC[C@@]([H])(CC1)C(C)C)C(O)=O|2-{[4-(1-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid|CC(CO)C1CCC(CC1)C(=O)NC(CC1=CC=CC=C1)C(O)=O|CYP2C9|CYP3A4||||||||||||||||||||||||
DrugBank|Nateglinide|[H][C@](CC1=CC=CC=C1)(N=C(O)[C@@]1([H])CC[C@@]([H])(CC1)C(C)C)C(O)=O|2-{[4-(2-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid|CC(C)(O)C1CCC(CC1)C(=O)NC(CC1=CC=CC=C1)C(O)=O|CYP2C9|CYP3A4||||||||||||||||||||||||
DrugBank|Risperidone|CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1|9-hydroxyrisperidone|CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCC[C@@H](O)C2=N1|CYP2D6|CYP3A7||||||||||||||||||||||||
DrugBank|Hydrocortisone|[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C|6-beta-hydrocortisol|C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO|CYP3A4|||||||||||||||||||||||||
DrugBank|Modafinil|NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1|modafinil acid|OC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Tretinoin|CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O|4-Hydroxyretinoic acid|C\C(\C=C\C1=C(C)C(O)CCC1(C)C)=C/C=C/C(/C)=C/C(O)=O|CYP2C8|CYP3A4|CYP3A5|CYP3A7|CYP2C18|CYP4A11|CYP1A1|||||||||||||||||||
DrugBank|Tretinoin|CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O|18-Hydroxyretinoic acid|C\C(\C=C\C1=C(CO)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O|CYP2C8|CYP3A7|CYP4A11|||||||||||||||||||||||
DrugBank|Tretinoin|CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O|5,6-Epoxyretinoic acid|C\C(\C=C\C12OC1(C)CCCC2(C)C)=C/C=C/C(/C)=C/C(O)=O|CYP2C8|CYP2C9|CYP1A1|||||||||||||||||||||||
DrugBank|Tretinoin|CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O|4-Oxoretinoic acid|C\C(\C=C\C1=C(C)C(=O)CCC1(C)C)=C/C=C/C(/C)=C/C(O)=O|CYP3A7|CYP2C18|CYP4A11|||||||||||||||||||||||
DrugBank|Etoposide|[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O|Etoposide glucuronide|COC1=CC(=CC(OC)=C1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C([O-])=O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](OC2OC3COC(C)OC3C(O)C2O)C2=CC3=C(OCO3)C=C12|UGT1-1|||||||||||||||||||||||||
DrugBank|Estradiol|[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3|2-hydroxyestradiol|C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=C(O)C=C34)[C@@H]1CC[C@@H]2O|CYP1A2|CYP3A4||||||||||||||||||||||||
DrugBank|Estradiol|[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3|2,3,17BETA-TRIHYDROXY-1,3,5(10)-ESTRATRIENE|[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(O)C(O)=C4)[C@@]3([H])CC[C@]12C|CYP1A2|CYP3A4|CYP1A1|||||||||||||||||||||||
DrugBank|Estradiol|[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3|4-Hydroxyestradiol|C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(O)=CC=C34)[C@@H]1CC[C@@H]2O|CYP1B1|||||||||||||||||||||||||
DrugBank|Primidone|CCC1(C(=O)NCNC1=O)C1=CC=CC=C1|Phenobarbital|CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1|CYP2C19|||||||||||||||||||||||||
DrugBank|Alfentanil|CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O|AMX|[H]N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([*])C(O)=O|CYP3A4|||||||||||||||||||||||||
DrugBank|Alfentanil|CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O|N-phenylpropionamide|CCC(=O)NC1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Alfentanil|CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O|2-(4-ethyl-5-oxo-1,2,3,4-tetrazol-1-yl)acetaldehyde|CCN1N=NN(CC=O)C1=O|CYP3A4|||||||||||||||||||||||||
DrugBank|Fentanyl|CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1|norfentanyl|CCC(=O)N(C1CCNCC1)C1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Fentanyl|CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1|Phenylacetaldehyde|O=CCC1=CC=CC=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Diazepam|CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1|Nordiazepam|ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1|CYP2C9|CYP2B6|CYP2C19|CYP3A5|CYP3A4|||||||||||||||||||||
DrugBank|Diazepam|CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1|Temazepam|CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1|Prostaglandin G/H synthase 1|CYP2C19||||||||||||||||||||||||
DrugBank|Diazepam|CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1|Oxazepam|OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O|CYP1A2|||||||||||||||||||||||||
DrugBank|Nordiazepam|ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1|Oxazepam|OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O|CYP2C19|CYP3A4|CYP3A5|||||||||||||||||||||||
DrugBank|Temazepam|CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1|Oxazepam|OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O|CYP2B6|CYP2C9|CYP2C19|CYP3A4|CYP3A5|||||||||||||||||||||
DrugBank|Terbinafine|CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12|1-Naphtaldehyde|O=CC1=CC=CC2=CC=CC=C12|CYP3A4|||||||||||||||||||||||||
DrugBank|1-Naphtaldehyde|O=CC1=CC=CC2=CC=CC=C12|1-Naphthoic acid|OC(=O)C1=CC=CC2=CC=CC=C12|CYP3A4|||||||||||||||||||||||||
DrugBank|Ethanol|CCO|acetaldehyde|CC=O|CYP2E1|||||||||||||||||||||||||
DrugBank|Cocaine|[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C|norcocaine|COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)C1=CC=CC=C1)N2|CYP3A4|||||||||||||||||||||||||
DrugBank|Quinidine|[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1|3-Hydroxyquinidine|COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@]4(O)C=C)C2=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Zonisamide|NS(=O)(=O)CC1=NOC2=CC=CC=C12|2-sulfamoylacetylphenol|NS(=O)(=O)CC(=O)C1=CC=C(O)C=C1|CYP3A4|||||||||||||||||||||||||
DrugBank|Almotriptan|CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2|2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}acetic acid|OC(=O)CC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12|Amine oxidase [flavin-containing] A|||||||||||||||||||||||||
DrugBank|Almotriptan|CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2|2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}ethan-1-ol|OCCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12|Amine oxidase [flavin-containing] A|||||||||||||||||||||||||
DrugBank|Almotriptan|CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2|1-[({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methane)sulfonyl]pyrrolidin-2-ol|CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3O)C=C12|CYP3A4|CYP2D6||||||||||||||||||||||||
DrugBank|Buprenorphine|CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4|Norbuprenorphine|CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=CC=C(O)C5=C4[C@@]3(CCN1)[C@H]2O5|CYP2C9|CYP3A5|CYP2C8|CYP3A4||||||||||||||||||||||
DrugBank|Felbamate|NC(=O)OCC(COC(N)=O)C1=CC=CC=C1|2-Phenyl-1,3-propanediol monocarbamate|NC(=O)OCC(CO)C1=CC=CC=C1|CYP2C19|||||||||||||||||||||||||
DrugBank|Felbamate|NC(=O)OCC(COC(N)=O)C1=CC=CC=C1|p-Hydroxyfelbamate|OC(=N)OCC(COC(O)=N)C1=CC=C(O)C=C1|CYP3A7|CYP2E1||||||||||||||||||||||||
DrugBank|Felbamate|NC(=O)OCC(COC(N)=O)C1=CC=CC=C1|2-Hydroxyfelbamate|OC(=N)OCC(O)(COC(O)=N)C1=CC=CC=C1|CYP3A7|CYP2E1||||||||||||||||||||||||
DrugBank|2-Phenyl-1,3-propanediol monocarbamate|NC(=O)OCC(CO)C1=CC=CC=C1|3-Carbamoyl-2-phenylpropionaldehyde|NC(=O)CC(C=O)C1=CC=CC=C1|Alcohol dehydrogenase 1A|||||||||||||||||||||||||
DrugBank|3-Carbamoyl-2-phenylpropionaldehyde|NC(=O)CC(C=O)C1=CC=CC=C1|3-Carbamoyl-2-phenylpropionic acid|NC(=O)CC(C(O)=O)C1=CC=CC=C1|Aldehyde dehydrogenase, dimeric NADP-preferring|||||||||||||||||||||||||
DrugBank|4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one|OC1NC(=O)OCC1C1=CC=CC=C1|5-Phenyl-1,3-oxazinane-2,4-dione|O=C1NC(=O)C(CO1)C1=CC=CC=C1|Alcohol dehydrogenase 1A|||||||||||||||||||||||||
DrugBank|Hydrocodone|[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O|hydromorphone|CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3CCC4=O)=CC=C5O|CYP2D6|||||||||||||||||||||||||
DrugBank|Azathioprine|CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O|6-Mercaptopurine|S=C1N=CNC2=C1NC=N2|Glutathione S-transferase Mu 1|Glutathione S-transferase A1|Glutathione S-transferase A2|||||||||||||||||||||||
DrugBank|Doxorubicin|COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O|Doxorubicinol|COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](OC4CC(NO)C(O)C(C)O4)C3=C1O)C(=O)CO)C2=O|Carbonyl reductase [NADPH] 1|Carbonyl reductase [NADPH] 3|Aldo-keto reductase family 1 member C3|Alcohol dehydrogenase [NADP(+)]||||||||||||||||||||||
DrugBank|Balsalazide|OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O|5-aminosalicylic acid|NC1=CC=C(O)C(=C1)C(O)=O|NADPH azoreductase|||||||||||||||||||||||||
DrugBank|Sulfamethoxazole|CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1|N4-Acetylsulfamethoxazole|CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1|Arylamine N-acetyltransferase 1|Arylamine N-acetyltransferase 2||||||||||||||||||||||||
